"GroupID","Param","Value","GroupLevel"
"14408","invid","14408","Site"
"14408","InvestigatorFirstName","Fred","Site"
"14408","InvestigatorLastName","Smith","Site"
"14408","site_status","Active","Site"
"14408","site_active_dt","2012-02-01","Site"
"14408","City","Kumamoto","Site"
"14408","State","Kumamoto Prefecture","Site"
"14408","Country","Japan","Site"
"21655","studyid","AA-AA-000-0000","Site"
"21655","invid","21655","Site"
"21655","InvestigatorFirstName","Fred","Site"
"21655","InvestigatorLastName","Doe","Site"
"21655","site_status","Active","Site"
"21655","site_active_dt","2012-02-01","Site"
"21655","City","Newtown Square","Site"
"21655","State","PA","Site"
"21655","Country","US","Site"
"29972","studyid","AA-AA-000-0000","Site"
"29972","invid","29972","Site"
"29972","InvestigatorFirstName","John","Site"
"29972","InvestigatorLastName","Deer","Site"
"29972","site_status","Active","Site"
"29972","site_active_dt","2012-02-01","Site"
"29972","City","London","Site"
"29972","State","Greater London","Site"
"29972","Country","UK","Site"
"30741","studyid","AA-AA-000-0000","Site"
"30741","invid","30741","Site"
"30741","InvestigatorFirstName","Fred","Site"
"30741","InvestigatorLastName","Deer","Site"
"30741","site_status","Active","Site"
"30741","site_active_dt","2012-02-01","Site"
"30741","City","Foster City","Site"
"30741","State","CA","Site"
"30741","Country","US","Site"
"26117","studyid","AA-AA-000-0000","Site"
"26117","invid","26117","Site"
"26117","InvestigatorFirstName","Fred","Site"
"26117","InvestigatorLastName","Deer","Site"
"26117","site_status","Active","Site"
"26117","site_active_dt","2012-02-01","Site"
"26117","City","London","Site"
"26117","State","Greater London","Site"
"26117","Country","UK","Site"
"25449","studyid","AA-AA-000-0000","Site"
"25449","invid","25449","Site"
"25449","InvestigatorFirstName","Fred","Site"
"25449","InvestigatorLastName","Doe","Site"
"25449","site_status","Active","Site"
"25449","site_active_dt","2012-02-01","Site"
"25449","City","Milton Keynes","Site"
"25449","State","Buckinghamshire","Site"
"25449","Country","UK","Site"
"14707","studyid","AA-AA-000-0000","Site"
"14707","invid","14707","Site"
"14707","InvestigatorFirstName","Joanne","Site"
"14707","InvestigatorLastName","Doe","Site"
"14707","site_status","Active","Site"
"14707","site_active_dt","2012-02-01","Site"
"14707","City","Kumamoto","Site"
"14707","State","Kumamoto Prefecture","Site"
"14707","Country","Japan","Site"
"391","studyid","AA-AA-000-0000","Site"
"391","invid","391","Site"
"391","InvestigatorFirstName","Fred","Site"
"391","InvestigatorLastName","Smith","Site"
"391","site_status","Active","Site"
"391","site_active_dt","2012-02-01","Site"
"391","City","Milton Keynes","Site"
"391","State","Buckinghamshire","Site"
"391","Country","UK","Site"
"9072","studyid","AA-AA-000-0000","Site"
"9072","invid","9072","Site"
"9072","InvestigatorFirstName","John","Site"
"9072","InvestigatorLastName","Deer","Site"
"9072","site_status","Active","Site"
"9072","site_active_dt","2012-02-01","Site"
"9072","City","Newtown Square","Site"
"9072","State","PA","Site"
"9072","Country","US","Site"
"16424","studyid","AA-AA-000-0000","Site"
"16424","invid","16424","Site"
"16424","InvestigatorFirstName","Joanne","Site"
"16424","InvestigatorLastName","Doe","Site"
"16424","site_status","Active","Site"
"16424","site_active_dt","2012-02-01","Site"
"16424","City","Milton Keynes","Site"
"16424","State","Buckinghamshire","Site"
"16424","Country","UK","Site"
"17472","studyid","AA-AA-000-0000","Site"
"17472","invid","17472","Site"
"17472","InvestigatorFirstName","John","Site"
"17472","InvestigatorLastName","Doe","Site"
"17472","site_status","Active","Site"
"17472","site_active_dt","2012-02-01","Site"
"17472","City","Milton Keynes","Site"
"17472","State","Buckinghamshire","Site"
"17472","Country","UK","Site"
"25348","studyid","AA-AA-000-0000","Site"
"25348","invid","25348","Site"
"25348","InvestigatorFirstName","John","Site"
"25348","InvestigatorLastName","Smith","Site"
"25348","site_status","Active","Site"
"25348","site_active_dt","2012-02-01","Site"
"25348","City","Newtown Square","Site"
"25348","State","PA","Site"
"25348","Country","US","Site"
"10608","studyid","AA-AA-000-0000","Site"
"10608","invid","10608","Site"
"10608","InvestigatorFirstName","Fred","Site"
"10608","InvestigatorLastName","Deer","Site"
"10608","site_status","Active","Site"
"10608","site_active_dt","2012-02-01","Site"
"10608","City","Kumamoto","Site"
"10608","State","Kumamoto Prefecture","Site"
"10608","Country","Japan","Site"
"39025","studyid","AA-AA-000-0000","Site"
"39025","invid","39025","Site"
"39025","InvestigatorFirstName","Joanne","Site"
"39025","InvestigatorLastName","Deer","Site"
"39025","site_status","Active","Site"
"39025","site_active_dt","2012-02-01","Site"
"39025","City","Newtown Square","Site"
"39025","State","PA","Site"
"39025","Country","US","Site"
"38248","studyid","AA-AA-000-0000","Site"
"38248","invid","38248","Site"
"38248","InvestigatorFirstName","Joanne","Site"
"38248","InvestigatorLastName","Smith","Site"
"38248","site_status","Active","Site"
"38248","site_active_dt","2012-02-01","Site"
"38248","City","Milton Keynes","Site"
"38248","State","Buckinghamshire","Site"
"38248","Country","UK","Site"
"5977","studyid","AA-AA-000-0000","Site"
"5977","invid","5977","Site"
"5977","InvestigatorFirstName","Fred","Site"
"5977","InvestigatorLastName","Deer","Site"
"5977","site_status","Active","Site"
"5977","site_active_dt","2012-03-01","Site"
"5977","City","Tokyo","Site"
"5977","State","Kanto","Site"
"5977","Country","Japan","Site"
"25382","studyid","AA-AA-000-0000","Site"
"25382","invid","25382","Site"
"25382","InvestigatorFirstName","John","Site"
"25382","InvestigatorLastName","Doe","Site"
"25382","site_status","Active","Site"
"25382","site_active_dt","2012-03-01","Site"
"25382","City","Newtown Square","Site"
"25382","State","PA","Site"
"25382","Country","US","Site"
"26725","studyid","AA-AA-000-0000","Site"
"26725","invid","26725","Site"
"26725","InvestigatorFirstName","John","Site"
"26725","InvestigatorLastName","Smith","Site"
"26725","site_status","Active","Site"
"26725","site_active_dt","2012-03-01","Site"
"26725","City","Tokyo","Site"
"26725","State","Kanto","Site"
"26725","Country","Japan","Site"
"13112","studyid","AA-AA-000-0000","Site"
"13112","invid","13112","Site"
"13112","InvestigatorFirstName","Joanne","Site"
"13112","InvestigatorLastName","Smith","Site"
"13112","site_status","Active","Site"
"13112","site_active_dt","2012-03-01","Site"
"13112","City","London","Site"
"13112","State","Greater London","Site"
"13112","Country","UK","Site"
"13825","studyid","AA-AA-000-0000","Site"
"13825","invid","13825","Site"
"13825","InvestigatorFirstName","John","Site"
"13825","InvestigatorLastName","Doe","Site"
"13825","site_status","Active","Site"
"13825","site_active_dt","2012-03-01","Site"
"13825","City","Foster City","Site"
"13825","State","CA","Site"
"13825","Country","US","Site"
"34643","studyid","AA-AA-000-0000","Site"
"34643","invid","34643","Site"
"34643","InvestigatorFirstName","Fred","Site"
"34643","InvestigatorLastName","Doe","Site"
"34643","site_status","Active","Site"
"34643","site_active_dt","2012-03-01","Site"
"34643","City","Milton Keynes","Site"
"34643","State","Buckinghamshire","Site"
"34643","Country","UK","Site"
"26665","studyid","AA-AA-000-0000","Site"
"26665","invid","26665","Site"
"26665","InvestigatorFirstName","Joanne","Site"
"26665","InvestigatorLastName","Deer","Site"
"26665","site_status","Active","Site"
"26665","site_active_dt","2012-03-01","Site"
"26665","City","Kumamoto","Site"
"26665","State","Kumamoto Prefecture","Site"
"26665","Country","Japan","Site"
"9560","studyid","AA-AA-000-0000","Site"
"9560","invid","9560","Site"
"9560","InvestigatorFirstName","Fred","Site"
"9560","InvestigatorLastName","Smith","Site"
"9560","site_status","Active","Site"
"9560","site_active_dt","2012-03-01","Site"
"9560","City","Kumamoto","Site"
"9560","State","Kumamoto Prefecture","Site"
"9560","Country","Japan","Site"
"37892","studyid","AA-AA-000-0000","Site"
"37892","invid","37892","Site"
"37892","InvestigatorFirstName","John","Site"
"37892","InvestigatorLastName","Doe","Site"
"37892","site_status","Active","Site"
"37892","site_active_dt","2012-03-01","Site"
"37892","City","Foster City","Site"
"37892","State","CA","Site"
"37892","Country","US","Site"
"10119","studyid","AA-AA-000-0000","Site"
"10119","invid","10119","Site"
"10119","InvestigatorFirstName","Joanne","Site"
"10119","InvestigatorLastName","Smith","Site"
"10119","site_status","Active","Site"
"10119","site_active_dt","2012-03-01","Site"
"10119","City","Milton Keynes","Site"
"10119","State","Buckinghamshire","Site"
"10119","Country","UK","Site"
"33396","studyid","AA-AA-000-0000","Site"
"33396","invid","33396","Site"
"33396","InvestigatorFirstName","John","Site"
"33396","InvestigatorLastName","Smith","Site"
"33396","site_status","Active","Site"
"33396","site_active_dt","2012-03-01","Site"
"33396","City","Kumamoto","Site"
"33396","State","Kumamoto Prefecture","Site"
"33396","Country","Japan","Site"
"30866","studyid","AA-AA-000-0000","Site"
"30866","invid","30866","Site"
"30866","InvestigatorFirstName","Joanne","Site"
"30866","InvestigatorLastName","Deer","Site"
"30866","site_status","Active","Site"
"30866","site_active_dt","2012-03-01","Site"
"30866","City","Tokyo","Site"
"30866","State","Kanto","Site"
"30866","Country","Japan","Site"
"4","studyid","AA-AA-000-0000","Site"
"4","invid","4","Site"
"4","InvestigatorFirstName","John","Site"
"4","InvestigatorLastName","Smith","Site"
"4","site_status","Active","Site"
"4","site_active_dt","2012-03-01","Site"
"4","City","Milton Keynes","Site"
"4","State","Buckinghamshire","Site"
"4","Country","UK","Site"
"26167","studyid","AA-AA-000-0000","Site"
"26167","invid","26167","Site"
"26167","InvestigatorFirstName","Fred","Site"
"26167","InvestigatorLastName","Deer","Site"
"26167","site_status","Active","Site"
"26167","site_active_dt","2012-03-01","Site"
"26167","City","Milton Keynes","Site"
"26167","State","Buckinghamshire","Site"
"26167","Country","UK","Site"
"5491","studyid","AA-AA-000-0000","Site"
"5491","invid","5491","Site"
"5491","InvestigatorFirstName","Fred","Site"
"5491","InvestigatorLastName","Doe","Site"
"5491","site_status","Active","Site"
"5491","site_active_dt","2012-03-01","Site"
"5491","City","Newtown Square","Site"
"5491","State","PA","Site"
"5491","Country","US","Site"
"29813","studyid","AA-AA-000-0000","Site"
"29813","invid","29813","Site"
"29813","InvestigatorFirstName","Joanne","Site"
"29813","InvestigatorLastName","Smith","Site"
"29813","site_status","Active","Site"
"29813","site_active_dt","2012-03-01","Site"
"29813","City","Milton Keynes","Site"
"29813","State","Buckinghamshire","Site"
"29813","Country","UK","Site"
"17799","studyid","AA-AA-000-0000","Site"
"17799","invid","17799","Site"
"17799","InvestigatorFirstName","John","Site"
"17799","InvestigatorLastName","Doe","Site"
"17799","site_status","Active","Site"
"17799","site_active_dt","2012-03-01","Site"
"17799","City","London","Site"
"17799","State","Greater London","Site"
"17799","Country","UK","Site"
"29476","studyid","AA-AA-000-0000","Site"
"29476","invid","29476","Site"
"29476","InvestigatorFirstName","Joanne","Site"
"29476","InvestigatorLastName","Doe","Site"
"29476","site_status","Active","Site"
"29476","site_active_dt","2012-03-01","Site"
"29476","City","Tokyo","Site"
"29476","State","Kanto","Site"
"29476","Country","Japan","Site"
"33348","studyid","AA-AA-000-0000","Site"
"33348","invid","33348","Site"
"33348","InvestigatorFirstName","Fred","Site"
"33348","InvestigatorLastName","Smith","Site"
"33348","site_status","Active","Site"
"33348","site_active_dt","2012-03-01","Site"
"33348","City","Kumamoto","Site"
"33348","State","Kumamoto Prefecture","Site"
"33348","Country","Japan","Site"
"17208","studyid","AA-AA-000-0000","Site"
"17208","invid","17208","Site"
"17208","InvestigatorFirstName","Joanne","Site"
"17208","InvestigatorLastName","Doe","Site"
"17208","site_status","Active","Site"
"17208","site_active_dt","2012-03-01","Site"
"17208","City","Foster City","Site"
"17208","State","CA","Site"
"17208","Country","US","Site"
"25171","studyid","AA-AA-000-0000","Site"
"25171","invid","25171","Site"
"25171","InvestigatorFirstName","John","Site"
"25171","InvestigatorLastName","Deer","Site"
"25171","site_status","Active","Site"
"25171","site_active_dt","2012-03-01","Site"
"25171","City","Foster City","Site"
"25171","State","CA","Site"
"25171","Country","US","Site"
"22329","studyid","AA-AA-000-0000","Site"
"22329","invid","22329","Site"
"22329","InvestigatorFirstName","John","Site"
"22329","InvestigatorLastName","Deer","Site"
"22329","site_status","Active","Site"
"22329","site_active_dt","2012-03-01","Site"
"22329","City","Milton Keynes","Site"
"22329","State","Buckinghamshire","Site"
"22329","Country","UK","Site"
"13878","studyid","AA-AA-000-0000","Site"
"13878","invid","13878","Site"
"13878","InvestigatorFirstName","Joanne","Site"
"13878","InvestigatorLastName","Doe","Site"
"13878","site_status","Active","Site"
"13878","site_active_dt","2012-03-01","Site"
"13878","City","London","Site"
"13878","State","Greater London","Site"
"13878","Country","UK","Site"
"16980","studyid","AA-AA-000-0000","Site"
"16980","invid","16980","Site"
"16980","InvestigatorFirstName","Joanne","Site"
"16980","InvestigatorLastName","Doe","Site"
"16980","site_status","Active","Site"
"16980","site_active_dt","2012-03-01","Site"
"16980","City","Tokyo","Site"
"16980","State","Kanto","Site"
"16980","Country","Japan","Site"
"33671","studyid","AA-AA-000-0000","Site"
"33671","invid","33671","Site"
"33671","InvestigatorFirstName","Fred","Site"
"33671","InvestigatorLastName","Deer","Site"
"33671","site_status","Active","Site"
"33671","site_active_dt","2012-03-01","Site"
"33671","City","Tokyo","Site"
"33671","State","Kanto","Site"
"33671","Country","Japan","Site"
"30851","studyid","AA-AA-000-0000","Site"
"30851","invid","30851","Site"
"30851","InvestigatorFirstName","Fred","Site"
"30851","InvestigatorLastName","Smith","Site"
"30851","site_status","Active","Site"
"30851","site_active_dt","2012-03-01","Site"
"30851","City","Tokyo","Site"
"30851","State","Kanto","Site"
"30851","Country","Japan","Site"
"1925","studyid","AA-AA-000-0000","Site"
"1925","invid","1925","Site"
"1925","InvestigatorFirstName","John","Site"
"1925","InvestigatorLastName","Doe","Site"
"1925","site_status","Active","Site"
"1925","site_active_dt","2012-03-01","Site"
"1925","City","London","Site"
"1925","State","Greater London","Site"
"1925","Country","UK","Site"
"32920","studyid","AA-AA-000-0000","Site"
"32920","invid","32920","Site"
"32920","InvestigatorFirstName","Joanne","Site"
"32920","InvestigatorLastName","Deer","Site"
"32920","site_status","Active","Site"
"32920","site_active_dt","2012-03-01","Site"
"32920","City","London","Site"
"32920","State","Greater London","Site"
"32920","Country","UK","Site"
"29987","studyid","AA-AA-000-0000","Site"
"29987","invid","29987","Site"
"29987","InvestigatorFirstName","John","Site"
"29987","InvestigatorLastName","Deer","Site"
"29987","site_status","Active","Site"
"29987","site_active_dt","2012-03-01","Site"
"29987","City","Kumamoto","Site"
"29987","State","Kumamoto Prefecture","Site"
"29987","Country","Japan","Site"
"611","studyid","AA-AA-000-0000","Site"
"611","invid","611","Site"
"611","InvestigatorFirstName","John","Site"
"611","InvestigatorLastName","Doe","Site"
"611","site_status","Active","Site"
"611","site_active_dt","2012-03-01","Site"
"611","City","Milton Keynes","Site"
"611","State","Buckinghamshire","Site"
"611","Country","UK","Site"
"10325","studyid","AA-AA-000-0000","Site"
"10325","invid","10325","Site"
"10325","InvestigatorFirstName","Fred","Site"
"10325","InvestigatorLastName","Smith","Site"
"10325","site_status","Active","Site"
"10325","site_active_dt","2012-03-01","Site"
"10325","City","Newtown Square","Site"
"10325","State","PA","Site"
"10325","Country","US","Site"
"26885","studyid","AA-AA-000-0000","Site"
"26885","invid","26885","Site"
"26885","InvestigatorFirstName","Fred","Site"
"26885","InvestigatorLastName","Doe","Site"
"26885","site_status","Active","Site"
"26885","site_active_dt","2012-03-01","Site"
"26885","City","Foster City","Site"
"26885","State","CA","Site"
"26885","Country","US","Site"
"8454","studyid","AA-AA-000-0000","Site"
"8454","invid","8454","Site"
"8454","InvestigatorFirstName","Fred","Site"
"8454","InvestigatorLastName","Deer","Site"
"8454","site_status","Active","Site"
"8454","site_active_dt","2012-03-01","Site"
"8454","City","Kumamoto","Site"
"8454","State","Kumamoto Prefecture","Site"
"8454","Country","Japan","Site"
"33575","studyid","AA-AA-000-0000","Site"
"33575","invid","33575","Site"
"33575","InvestigatorFirstName","Joanne","Site"
"33575","InvestigatorLastName","Doe","Site"
"33575","site_status","Active","Site"
"33575","site_active_dt","2012-03-01","Site"
"33575","City","Kumamoto","Site"
"33575","State","Kumamoto Prefecture","Site"
"33575","Country","Japan","Site"
"13057","studyid","AA-AA-000-0000","Site"
"13057","invid","13057","Site"
"13057","InvestigatorFirstName","Fred","Site"
"13057","InvestigatorLastName","Deer","Site"
"13057","site_status","Active","Site"
"13057","site_active_dt","2012-03-01","Site"
"13057","City","Milton Keynes","Site"
"13057","State","Buckinghamshire","Site"
"13057","Country","UK","Site"
"30089","studyid","AA-AA-000-0000","Site"
"30089","invid","30089","Site"
"30089","InvestigatorFirstName","Joanne","Site"
"30089","InvestigatorLastName","Smith","Site"
"30089","site_status","Active","Site"
"30089","site_active_dt","2012-03-01","Site"
"30089","City","Foster City","Site"
"30089","State","CA","Site"
"30089","Country","US","Site"
"10081","studyid","AA-AA-000-0000","Site"
"10081","invid","10081","Site"
"10081","InvestigatorFirstName","Fred","Site"
"10081","InvestigatorLastName","Doe","Site"
"10081","site_status","Active","Site"
"10081","site_active_dt","2012-03-01","Site"
"10081","City","Foster City","Site"
"10081","State","CA","Site"
"10081","Country","US","Site"
"8467","studyid","AA-AA-000-0000","Site"
"8467","invid","8467","Site"
"8467","InvestigatorFirstName","Fred","Site"
"8467","InvestigatorLastName","Smith","Site"
"8467","site_status","Active","Site"
"8467","site_active_dt","2012-03-01","Site"
"8467","City","Tokyo","Site"
"8467","State","Kanto","Site"
"8467","Country","Japan","Site"
"29732","studyid","AA-AA-000-0000","Site"
"29732","invid","29732","Site"
"29732","InvestigatorFirstName","Joanne","Site"
"29732","InvestigatorLastName","Doe","Site"
"29732","site_status","Active","Site"
"29732","site_active_dt","2012-03-01","Site"
"29732","City","Foster City","Site"
"29732","State","CA","Site"
"29732","Country","US","Site"
"17555","studyid","AA-AA-000-0000","Site"
"17555","invid","17555","Site"
"17555","InvestigatorFirstName","Joanne","Site"
"17555","InvestigatorLastName","Deer","Site"
"17555","site_status","Active","Site"
"17555","site_active_dt","2012-03-01","Site"
"17555","City","Newtown Square","Site"
"17555","State","PA","Site"
"17555","Country","US","Site"
"29289","studyid","AA-AA-000-0000","Site"
"29289","invid","29289","Site"
"29289","InvestigatorFirstName","John","Site"
"29289","InvestigatorLastName","Doe","Site"
"29289","site_status","Active","Site"
"29289","site_active_dt","2012-03-01","Site"
"29289","City","Kumamoto","Site"
"29289","State","Kumamoto Prefecture","Site"
"29289","Country","Japan","Site"
"34067","studyid","AA-AA-000-0000","Site"
"34067","invid","34067","Site"
"34067","InvestigatorFirstName","Fred","Site"
"34067","InvestigatorLastName","Smith","Site"
"34067","site_status","Active","Site"
"34067","site_active_dt","2012-03-01","Site"
"34067","City","Newtown Square","Site"
"34067","State","PA","Site"
"34067","Country","US","Site"
"8197","studyid","AA-AA-000-0000","Site"
"8197","invid","8197","Site"
"8197","InvestigatorFirstName","Joanne","Site"
"8197","InvestigatorLastName","Deer","Site"
"8197","site_status","Active","Site"
"8197","site_active_dt","2012-03-01","Site"
"8197","City","Tokyo","Site"
"8197","State","Kanto","Site"
"8197","Country","Japan","Site"
"22681","studyid","AA-AA-000-0000","Site"
"22681","invid","22681","Site"
"22681","InvestigatorFirstName","Joanne","Site"
"22681","InvestigatorLastName","Doe","Site"
"22681","site_status","Active","Site"
"22681","site_active_dt","2012-03-01","Site"
"22681","City","Foster City","Site"
"22681","State","CA","Site"
"22681","Country","US","Site"
"6230","studyid","AA-AA-000-0000","Site"
"6230","invid","6230","Site"
"6230","InvestigatorFirstName","Fred","Site"
"6230","InvestigatorLastName","Smith","Site"
"6230","site_status","Active","Site"
"6230","site_active_dt","2012-03-01","Site"
"6230","City","Kumamoto","Site"
"6230","State","Kumamoto Prefecture","Site"
"6230","Country","Japan","Site"
"22022","studyid","AA-AA-000-0000","Site"
"22022","invid","22022","Site"
"22022","InvestigatorFirstName","John","Site"
"22022","InvestigatorLastName","Doe","Site"
"22022","site_status","Active","Site"
"22022","site_active_dt","2012-03-01","Site"
"22022","City","Kumamoto","Site"
"22022","State","Kumamoto Prefecture","Site"
"22022","Country","Japan","Site"
"8545","studyid","AA-AA-000-0000","Site"
"8545","invid","8545","Site"
"8545","InvestigatorFirstName","Joanne","Site"
"8545","InvestigatorLastName","Deer","Site"
"8545","site_status","Active","Site"
"8545","site_active_dt","2012-03-01","Site"
"8545","City","Tokyo","Site"
"8545","State","Kanto","Site"
"8545","Country","Japan","Site"
"26499","studyid","AA-AA-000-0000","Site"
"26499","invid","26499","Site"
"26499","InvestigatorFirstName","John","Site"
"26499","InvestigatorLastName","Smith","Site"
"26499","site_status","Active","Site"
"26499","site_active_dt","2012-03-01","Site"
"26499","City","Newtown Square","Site"
"26499","State","PA","Site"
"26499","Country","US","Site"
"6273","studyid","AA-AA-000-0000","Site"
"6273","invid","6273","Site"
"6273","InvestigatorFirstName","Joanne","Site"
"6273","InvestigatorLastName","Doe","Site"
"6273","site_status","Active","Site"
"6273","site_active_dt","2012-03-01","Site"
"6273","City","London","Site"
"6273","State","Greater London","Site"
"6273","Country","UK","Site"
"20757","studyid","AA-AA-000-0000","Site"
"20757","invid","20757","Site"
"20757","InvestigatorFirstName","John","Site"
"20757","InvestigatorLastName","Deer","Site"
"20757","site_status","Active","Site"
"20757","site_active_dt","2012-03-01","Site"
"20757","City","Milton Keynes","Site"
"20757","State","Buckinghamshire","Site"
"20757","Country","UK","Site"
"25160","studyid","AA-AA-000-0000","Site"
"25160","invid","25160","Site"
"25160","InvestigatorFirstName","Fred","Site"
"25160","InvestigatorLastName","Smith","Site"
"25160","site_status","Active","Site"
"25160","site_active_dt","2012-03-01","Site"
"25160","City","Foster City","Site"
"25160","State","CA","Site"
"25160","Country","US","Site"
"30984","studyid","AA-AA-000-0000","Site"
"30984","invid","30984","Site"
"30984","InvestigatorFirstName","Joanne","Site"
"30984","InvestigatorLastName","Doe","Site"
"30984","site_status","Active","Site"
"30984","site_active_dt","2012-03-01","Site"
"30984","City","Newtown Square","Site"
"30984","State","PA","Site"
"30984","Country","US","Site"
"38249","studyid","AA-AA-000-0000","Site"
"38249","invid","38249","Site"
"38249","InvestigatorFirstName","Joanne","Site"
"38249","InvestigatorLastName","Doe","Site"
"38249","site_status","Active","Site"
"38249","site_active_dt","2012-03-01","Site"
"38249","City","Milton Keynes","Site"
"38249","State","Buckinghamshire","Site"
"38249","Country","UK","Site"
"12946","studyid","AA-AA-000-0000","Site"
"12946","invid","12946","Site"
"12946","InvestigatorFirstName","John","Site"
"12946","InvestigatorLastName","Smith","Site"
"12946","site_status","Active","Site"
"12946","site_active_dt","2012-03-01","Site"
"12946","City","Milton Keynes","Site"
"12946","State","Buckinghamshire","Site"
"12946","Country","UK","Site"
"8594","ParticipantCount","9","Site"
"8594","SiteCount","1","Site"
"257","ParticipantCount","5","Site"
"257","SiteCount","1","Site"
"14601","ParticipantCount","7","Site"
"14601","SiteCount","1","Site"
"34355","ParticipantCount","13","Site"
"34355","SiteCount","1","Site"
"8995","ParticipantCount","5","Site"
"8995","SiteCount","1","Site"
"18537","ParticipantCount","5","Site"
"18537","SiteCount","1","Site"
"17729","ParticipantCount","7","Site"
"17729","SiteCount","1","Site"
"20757","ParticipantCount","2","Site"
"20757","SiteCount","1","Site"
"26880","ParticipantCount","10","Site"
"26880","SiteCount","1","Site"
"10119","ParticipantCount","2","Site"
"10119","SiteCount","1","Site"
"9232","ParticipantCount","3","Site"
"9232","SiteCount","1","Site"
"33617","ParticipantCount","7","Site"
"33617","SiteCount","1","Site"
"34353","ParticipantCount","5","Site"
"34353","SiteCount","1","Site"
"13878","ParticipantCount","2","Site"
"13878","SiteCount","1","Site"
"18496","ParticipantCount","3","Site"
"18496","SiteCount","1","Site"
"13112","ParticipantCount","2","Site"
"13112","SiteCount","1","Site"
"30729","ParticipantCount","2","Site"
"30729","SiteCount","1","Site"
"37938","ParticipantCount","3","Site"
"37938","SiteCount","1","Site"
"17235","ParticipantCount","8","Site"
"17235","SiteCount","1","Site"
"13057","ParticipantCount","3","Site"
"13057","SiteCount","1","Site"
"38272","ParticipantCount","12","Site"
"38272","SiteCount","1","Site"
"8545","ParticipantCount","1","Site"
"8545","SiteCount","1","Site"
"35155","ParticipantCount","5","Site"
"35155","SiteCount","1","Site"
"6273","ParticipantCount","5","Site"
"6273","SiteCount","1","Site"
"16424","ParticipantCount","9","Site"
"16424","SiteCount","1","Site"
"32913","ParticipantCount","6","Site"
"32913","SiteCount","1","Site"
"17187","ParticipantCount","14","Site"
"17187","SiteCount","1","Site"
"17961","ParticipantCount","6","Site"
"17961","SiteCount","1","Site"
"22022","ParticipantCount","3","Site"
"22022","SiteCount","1","Site"
"12946","ParticipantCount","2","Site"
"12946","SiteCount","1","Site"
"30233","ParticipantCount","3","Site"
"30233","SiteCount","1","Site"
"4","ParticipantCount","2","Site"
"4","SiteCount","1","Site"
"37186","ParticipantCount","17","Site"
"37186","SiteCount","1","Site"
"14729","ParticipantCount","10","Site"
"14729","SiteCount","1","Site"
"37728","ParticipantCount","10","Site"
"37728","SiteCount","1","Site"
"33539","ParticipantCount","6","Site"
"33539","SiteCount","1","Site"
"30851","ParticipantCount","2","Site"
"30851","SiteCount","1","Site"
"21380","ParticipantCount","13","Site"
"21380","SiteCount","1","Site"
"26725","ParticipantCount","3","Site"
"26725","SiteCount","1","Site"
"26885","ParticipantCount","3","Site"
"26885","SiteCount","1","Site"
"12432","ParticipantCount","8","Site"
"12432","SiteCount","1","Site"
"34713","ParticipantCount","10","Site"
"34713","SiteCount","1","Site"
"16996","ParticipantCount","9","Site"
"16996","SiteCount","1","Site"
"1927","ParticipantCount","7","Site"
"1927","SiteCount","1","Site"
"29013","ParticipantCount","6","Site"
"29013","SiteCount","1","Site"
"26772","ParticipantCount","4","Site"
"26772","SiteCount","1","Site"
"1364","ParticipantCount","3","Site"
"1364","SiteCount","1","Site"
"1925","ParticipantCount","4","Site"
"1925","SiteCount","1","Site"
"10325","ParticipantCount","3","Site"
"10325","SiteCount","1","Site"
"4695","ParticipantCount","6","Site"
"4695","SiteCount","1","Site"
"18548","ParticipantCount","5","Site"
"18548","SiteCount","1","Site"
"25382","ParticipantCount","3","Site"
"25382","SiteCount","1","Site"
"5977","ParticipantCount","4","Site"
"5977","SiteCount","1","Site"
"33575","ParticipantCount","1","Site"
"33575","SiteCount","1","Site"
"34071","ParticipantCount","7","Site"
"34071","SiteCount","1","Site"
"9522","ParticipantCount","6","Site"
"9522","SiteCount","1","Site"
"29972","ParticipantCount","5","Site"
"29972","SiteCount","1","Site"
"25160","ParticipantCount","2","Site"
"25160","SiteCount","1","Site"
"34696","ParticipantCount","10","Site"
"34696","SiteCount","1","Site"
"8454","ParticipantCount","1","Site"
"8454","SiteCount","1","Site"
"31107","ParticipantCount","7","Site"
"31107","SiteCount","1","Site"
"18777","ParticipantCount","7","Site"
"18777","SiteCount","1","Site"
"33620","ParticipantCount","7","Site"
"33620","SiteCount","1","Site"
"18743","ParticipantCount","5","Site"
"18743","SiteCount","1","Site"
"8304","ParticipantCount","6","Site"
"8304","SiteCount","1","Site"
"22329","ParticipantCount","1","Site"
"22329","SiteCount","1","Site"
"8197","ParticipantCount","5","Site"
"8197","SiteCount","1","Site"
"30089","ParticipantCount","1","Site"
"30089","SiteCount","1","Site"
"17808","ParticipantCount","8","Site"
"17808","SiteCount","1","Site"
"8560","ParticipantCount","9","Site"
"8560","SiteCount","1","Site"
"5968","ParticipantCount","6","Site"
"5968","SiteCount","1","Site"
"39000","ParticipantCount","9","Site"
"39000","SiteCount","1","Site"
"576","ParticipantCount","6","Site"
"576","SiteCount","1","Site"
"17472","ParticipantCount","4","Site"
"17472","SiteCount","1","Site"
"26665","ParticipantCount","5","Site"
"26665","SiteCount","1","Site"
"10497","ParticipantCount","5","Site"
"10497","SiteCount","1","Site"
"1283","ParticipantCount","3","Site"
